6.000000000000000000e+00,8.282355919007503786e+00
1.600000000000000000e+01,1.255284143944552255e+01
1.700000000000000000e+01,1.649756171105214619e+01
1.900000000000000000e+01,1.099302121146782341e+01
3.000000000000000000e+01,1.080527899580541451e+01
3.100000000000000000e+01,1.086798366014984829e+01
3.800000000000000000e+01,1.120568589892511646e+01
5.800000000000000000e+01,1.712752090293685470e+01
6.000000000000000000e+01,1.120844626459685145e+01
7.200000000000000000e+01,1.301183804838857228e+01
8.300000000000000000e+01,8.509763198908132154e+00
9.500000000000000000e+01,8.842874753856095893e+00
1.120000000000000000e+02,8.956943234940473175e+00
1.260000000000000000e+02,2.306086682709365476e+01
1.670000000000000000e+02,9.298070434262521999e+00
1.710000000000000000e+02,3.565656508941752634e+01
1.750000000000000000e+02,1.113056102467619368e+01
1.790000000000000000e+02,8.720316972271733746e+00
1.820000000000000000e+02,1.810067943114684041e+01
1.840000000000000000e+02,9.444686092149641610e+00
2.030000000000000000e+02,8.127406514859536912e+00
2.090000000000000000e+02,1.713820621471946382e+01
2.130000000000000000e+02,8.698989284996727633e+00
2.230000000000000000e+02,1.147478336727703052e+01
2.350000000000000000e+02,9.969995594620939983e+00
2.400000000000000000e+02,9.861579213491163287e+00
2.710000000000000000e+02,9.114315458518627011e+00
2.800000000000000000e+02,8.498451742310633605e+00
2.900000000000000000e+02,9.939354464693488822e+00
3.060000000000000000e+02,9.831257483875400993e+00
3.080000000000000000e+02,2.416174902981313011e+01
3.110000000000000000e+02,1.412546826834765845e+01
3.190000000000000000e+02,1.215921548887985892e+01
3.200000000000000000e+02,8.720348378395854638e+00
3.250000000000000000e+02,9.683824873793781762e+00
3.410000000000000000e+02,1.084707620483689006e+01
3.430000000000000000e+02,1.456057484131738811e+01
3.550000000000000000e+02,1.860006622395707510e+01
3.850000000000000000e+02,9.221999669539444611e+00
3.940000000000000000e+02,8.722908707544597462e+00
3.970000000000000000e+02,1.365643854757980158e+01
3.980000000000000000e+02,1.127393632259012080e+01
4.010000000000000000e+02,8.159414063694326202e+00
4.210000000000000000e+02,1.003261813027243754e+01
4.320000000000000000e+02,1.217083765349370772e+01
4.400000000000000000e+02,1.048191580631497466e+01
4.480000000000000000e+02,9.335532500006230805e+00
4.500000000000000000e+02,1.041225132901263706e+01
4.680000000000000000e+02,1.078651208181488208e+01
4.700000000000000000e+02,1.638222737908242266e+01
4.820000000000000000e+02,1.202993444294885172e+01
4.850000000000000000e+02,1.514721834745407314e+01
5.010000000000000000e+02,1.718298768534849685e+01
5.020000000000000000e+02,1.576752361229333488e+01
5.230000000000000000e+02,8.650819193442680799e+00
5.280000000000000000e+02,8.410728226612775416e+00
5.320000000000000000e+02,1.622813584751292382e+01
5.340000000000000000e+02,2.851765938571346126e+01
5.370000000000000000e+02,1.944471107178993208e+01
5.560000000000000000e+02,9.182446472472662435e+00
5.660000000000000000e+02,1.436789303930537898e+01
5.760000000000000000e+02,2.033499044252288357e+01
5.770000000000000000e+02,3.233741664487582312e+01
5.850000000000000000e+02,1.208481682927287437e+01
6.060000000000000000e+02,1.126279626383148624e+01
6.070000000000000000e+02,8.334196092048625104e+00
6.100000000000000000e+02,1.530965487833205607e+01
6.110000000000000000e+02,8.451860282824583237e+00
6.350000000000000000e+02,8.641249314822298189e+00
6.410000000000000000e+02,9.667184325665054700e+00
6.440000000000000000e+02,8.985793886650382589e+00
6.480000000000000000e+02,1.014249800329662321e+01
6.560000000000000000e+02,1.894330207204541949e+01
6.590000000000000000e+02,8.204085470533875935e+00
6.730000000000000000e+02,1.603773150814611981e+01
6.780000000000000000e+02,1.756843763831779626e+01
7.000000000000000000e+02,8.579792323646779906e+00
7.080000000000000000e+02,1.085461995645182398e+01
7.500000000000000000e+02,1.167404195003156175e+01
7.620000000000000000e+02,2.038092693201740602e+01
7.750000000000000000e+02,1.544270921513362893e+01
7.830000000000000000e+02,1.125656710737087174e+01
7.890000000000000000e+02,1.706547604010333430e+01
7.950000000000000000e+02,2.282995557840818890e+01
8.000000000000000000e+02,8.666329664153060719e+00
8.040000000000000000e+02,1.017334207472045726e+01
8.060000000000000000e+02,1.389350527047796113e+01
8.160000000000000000e+02,1.104995454636816099e+01
8.170000000000000000e+02,2.349892045500689264e+01
8.250000000000000000e+02,1.656773110171981855e+01
8.300000000000000000e+02,1.073747350074628315e+01
8.390000000000000000e+02,8.125227417287423037e+00
8.630000000000000000e+02,9.914845229008518501e+00
8.730000000000000000e+02,8.069594887135677297e+00
8.780000000000000000e+02,1.283046258723831023e+01
8.840000000000000000e+02,9.837037732289605430e+00
8.850000000000000000e+02,9.651950946389044717e+00
9.100000000000000000e+02,8.842369454521877614e+00
9.160000000000000000e+02,8.031768852739951114e+00
9.230000000000000000e+02,9.779274992187824367e+00
9.290000000000000000e+02,8.320327242355704200e+00
9.340000000000000000e+02,8.941469922771254630e+00
9.400000000000000000e+02,1.166905579198678566e+01
9.510000000000000000e+02,9.051608786152645081e+00
9.530000000000000000e+02,1.011501000849829701e+01
9.550000000000000000e+02,2.576268842067164400e+01
9.590000000000000000e+02,1.083727713911003399e+01
9.790000000000000000e+02,9.114066475328399974e+00
9.880000000000000000e+02,1.009971916403000058e+01
9.990000000000000000e+02,8.493797735284356776e+00
1.006000000000000000e+03,1.062539342469892745e+01
1.010000000000000000e+03,9.709293168124967011e+00
1.012000000000000000e+03,1.014969657051075558e+01
1.018000000000000000e+03,1.574810053075484184e+01
1.031000000000000000e+03,8.307690964099235131e+00
1.043000000000000000e+03,1.753066595829788099e+01
1.049000000000000000e+03,8.640138783643076081e+00
1.051000000000000000e+03,1.006853844869322678e+01
1.068000000000000000e+03,1.318260399352971035e+01
1.069000000000000000e+03,1.241841515635247006e+01
1.073000000000000000e+03,8.536739794088573419e+00
1.096000000000000000e+03,9.997478770945358306e+00
1.097000000000000000e+03,1.146869699342316551e+01
1.122000000000000000e+03,9.136596198828701887e+00
1.129000000000000000e+03,9.280800057439385853e+00
1.133000000000000000e+03,8.402934229069201066e+00
1.136000000000000000e+03,1.343408386961603362e+01
1.140000000000000000e+03,8.150933173414809829e+00
1.155000000000000000e+03,1.034144769605329728e+01
1.158000000000000000e+03,1.122430115015735730e+01
1.165000000000000000e+03,8.952575168987632281e+00
1.166000000000000000e+03,1.167870423838791538e+01
1.189000000000000000e+03,1.112272584108654350e+01
1.190000000000000000e+03,2.283080157845970248e+01
1.191000000000000000e+03,8.051761830661401831e+00
1.214000000000000000e+03,1.100977956099536037e+01
1.223000000000000000e+03,1.123804368996842129e+01
1.224000000000000000e+03,9.592257546818094838e+00
1.227000000000000000e+03,1.046936329877701866e+01
1.237000000000000000e+03,8.185074468698832817e+00
1.242000000000000000e+03,1.081783868103293145e+01
1.250000000000000000e+03,1.638675378323041087e+01
1.260000000000000000e+03,1.163595992877625029e+01
1.261000000000000000e+03,1.178547333054479118e+01
1.275000000000000000e+03,1.534625472850708938e+01
1.281000000000000000e+03,1.132742634828963091e+01
1.288000000000000000e+03,1.416970076084792929e+01
1.290000000000000000e+03,1.085120813329839606e+01
1.331000000000000000e+03,1.137788678190382896e+01
1.332000000000000000e+03,8.421793992316604971e+00
1.344000000000000000e+03,1.248926149790763951e+01
1.347000000000000000e+03,8.159531864083620079e+00
1.348000000000000000e+03,1.611467051339319312e+01
1.370000000000000000e+03,8.455237400797145142e+00
1.371000000000000000e+03,1.197579657788446283e+01
1.372000000000000000e+03,1.261952413336311452e+01
1.376000000000000000e+03,1.061459970896401295e+01
1.424000000000000000e+03,8.649523110338268594e+00
1.426000000000000000e+03,2.972986906005723640e+01
1.435000000000000000e+03,1.219110330218551752e+01
1.436000000000000000e+03,1.652657428609699508e+01
1.437000000000000000e+03,9.641584641130991784e+00
1.446000000000000000e+03,9.899227755837367582e+00
1.448000000000000000e+03,1.546970051465526019e+01
1.451000000000000000e+03,1.932246281022003487e+01
1.483000000000000000e+03,1.642830004258481580e+01
1.494000000000000000e+03,1.108082733689180799e+01
1.511000000000000000e+03,1.643051382365181468e+01
1.528000000000000000e+03,8.098306067169612987e+00
1.534000000000000000e+03,9.029511532176016431e+00
1.544000000000000000e+03,1.252271198982341716e+01
