8.479341962481287132e-01,3.161750460503559168e+01,2.496523554188357363e-01,1.893343636981466034e+03
6.747260899758492636e-01,3.161774367148619902e+01,2.496412549239841738e-01,1.807402330638094838e+02
8.424374300269072968e-01,1.580867775960802391e+01,2.496750053684118620e-01,2.386476366303930945e+02
8.972810435827461850e-01,1.580866736920463289e+01,2.496735015823957626e-01,8.384992046845836740e+02
9.285536229393832608e-01,1.580866031147517070e+01,2.496725666206618954e-01,3.919573852611017628e+02
8.480228536204584833e-01,3.161853916737292280e+01,2.496389606522545768e-01,1.954300523065708603e+03
6.749703267699985743e-01,3.161949233167594997e+01,2.496166501308592633e-01,2.206986785328558653e+03
8.425396027563195611e-01,1.580858130109955795e+01,2.496805193052662186e-01,1.568553005659504606e+03
8.973380150958218948e-01,1.580859189286753441e+01,2.496777398193697206e-01,1.553729787731328997e+03
9.285879507624975604e-01,1.580859819804952338e+01,2.496760000602519236e-01,2.904782871293930384e+02
8.924108860302590873e-01,3.206617025209853011e+01,2.499999999999999722e-01,1.180005598834988632e+03
8.054059226844373365e-01,1.572256165916431492e+01,2.404098367837970984e-01,2.174031128851286667e+03
8.788036711290222458e-01,1.575281797057564326e+01,2.431115905237223873e-01,7.708425249438826086e+02
9.186480601687625480e-01,1.576925348353182521e+01,2.446609737688400510e-01,1.662902008594337076e+03
9.420876103913501387e-01,1.577954029212495790e+01,2.456760219484815655e-01,1.180317287343688974e+02
8.474410534453316046e-01,3.159324656734693804e+01,2.498627692739469330e-01,2.269641679767836649e+03
7.372971304595977715e-01,1.581122081981906469e+01,2.496767874432103962e-01,2.567950978300575571e+03
8.419379533817343830e-01,1.581041137541006947e+01,2.496747063451638105e-01,1.485835465733160163e+03
8.970091820253188741e-01,1.580998566851121545e+01,2.496734427797611677e-01,1.682964718928508773e+03
9.283937505034114412e-01,1.580972322588861623e+01,2.496726020677980662e-01,1.744727992941119737e+03
8.477770900951402400e-01,3.161687422742276965e+01,2.496774241013923201e-01,3.925716600418730877e+02
7.170276384379684620e-01,1.513604363130397701e+01,1.929724489199531878e-01,1.641197505976579123e+03
8.423091739959258639e-01,1.580862884399665802e+01,2.496763561073214177e-01,1.861696231104816434e+03
8.972135027506745741e-01,1.580862354707962325e+01,2.496745285136340864e-01,1.950416350234410459e+02
9.285152576763741061e-01,1.580862092016765530e+01,2.496733888568475890e-01,1.035403913858808892e+03
8.678902332421122301e-01,3.161628408037247340e+01,2.496615840669728081e-01,4.314111105854755124e+02
7.076838100767649520e-01,2.766579480903741128e+01,2.496972273700990563e-01,2.932474208930620534e+03
8.196723088396804524e-01,2.766561097119737411e+01,2.496891163905204658e-01,1.401883881994413059e+03
8.807948692785059208e-01,2.766550456839292593e+01,2.496846112976493226e-01,3.499565586500435188e+02
9.163982578752861707e-01,2.766543468777695125e+01,2.496817336105903173e-01,1.530691065865316205e+03
8.678988551594695178e-01,3.161623024231028367e+01,2.496515391200289369e-01,9.787114454080663108e+02
7.077417065435719357e-01,2.766451224107220241e+01,2.497538859878148942e-01,2.452548621825752377e+02
8.197059623111299098e-01,2.766475227356877653e+01,2.497301037131045565e-01,2.605778390594351549e+03
8.808155159096755504e-01,2.766485936929642619e+01,2.497166755200442567e-01,2.769808262701058084e+02
9.164117369541515679e-01,2.766491780693556279e+01,2.497080516525274074e-01,7.773305791425132156e+02
9.474389268301848244e-01,3.253235635917364732e+01,2.500000000000000000e-01,2.844444684608947682e+03
9.033193539334944955e-01,2.643104898684723736e+01,2.499999999910432202e-01,7.594710578830803342e+02
9.389650637831388202e-01,2.690554944848665286e+01,2.500000000000000000e-01,2.743223750625604225e+03
9.583352152162012416e-01,2.693823937419139369e+01,2.500000000000000000e-01,1.280104503790045101e+02
9.692225566147306681e-01,2.696755855283805658e+01,2.499999999999999722e-01,1.777248872964682732e+03
8.677144099267516397e-01,3.162007132498442630e+01,2.496687673858058454e-01,3.483780121852272487e+02
7.072767202224030658e-01,2.765813701349913600e+01,2.497721832103584338e-01,2.763956526433794352e+02
8.194636116603208897e-01,2.766031107190976357e+01,2.497432784919783877e-01,2.880133780469847352e+03
8.806817277119854959e-01,2.766144879302993687e+01,2.497269091164273647e-01,2.373978695045233508e+03
9.163327775749533499e-01,2.766214832604997653e+01,2.497163947086146474e-01,2.217330802216266648e+02
8.678017914563378454e-01,3.161858460418144290e+01,2.496670219172215655e-01,2.150025333825197777e+03
7.075591277997683726e-01,2.766238370601871566e+01,2.497091297738960325e-01,5.533911564445957083e+02
8.196166586390286612e-01,2.766318489165026051e+01,2.496969127695970458e-01,1.119560227552792412e+03
8.807695388045287954e-01,2.766361628562663810e+01,2.496902913406822688e-01,2.842690681194252420e+02
9.163866399428054477e-01,2.766388668291140362e+01,2.496861504332851256e-01,8.175266430074876212e+01
8.853609047392850817e-01,3.161626396371226377e+01,2.496638388058491087e-01,5.931802648637277571e+02
7.362635939652730777e-01,3.161560347022223993e+01,2.496609274090449415e-01,1.252443376692810489e+03
7.953163658876121200e-01,3.952296597351976004e+01,2.496864833977855413e-01,2.097770456993594507e+03
8.626761557809313752e-01,3.952267463530264990e+01,2.496824963507352502e-01,3.604924815884620557e+02
9.028164359168504571e-01,3.952248478303413748e+01,2.496799622992072198e-01,1.090665994051756570e+03
8.852699324311145146e-01,3.161506210345995527e+01,2.496543509046684761e-01,1.366106590513006267e+03
7.359851560765655609e-01,3.161346910215660699e+01,2.496435864267117222e-01,2.253052022673408601e+02
7.951216989728961959e-01,3.952353456653644059e+01,2.497269478230150774e-01,2.656461913066232796e+02
8.625636840646798698e-01,3.952313606543732760e+01,2.497142005816719024e-01,8.870029911500627122e+02
9.027476646142894579e-01,3.952287073432233910e+01,2.497060144521986713e-01,1.677863301631759668e+03
9.334097495508235642e-01,3.001732890373277129e+01,2.371208833326922671e-01,1.673382071500080201e+03
8.501126978173216830e-01,2.918883331125431013e+01,2.362949325254507515e-01,1.192511399033719954e+03
8.499924579640156797e-01,4.035574139294250529e+01,2.499999999999999445e-01,1.550112571558842376e+02
9.012258795621285179e-01,4.023596310381755359e+01,2.500000000000000000e-01,2.571660279686198464e+03
9.314466746158859278e-01,4.013473205693829016e+01,2.500000000000000000e-01,1.356683479135136849e+03
8.852606682127318605e-01,3.161509319093845605e+01,2.497104865633232307e-01,1.689843086426363016e+03
7.359612232836585388e-01,3.161331586690761242e+01,2.497398281193679015e-01,2.147711274150490681e+03
7.951140775505787239e-01,3.952036021913424690e+01,2.496918211525321341e-01,9.010207965540692499e+01
8.625602483687293542e-01,3.952061913933360415e+01,2.496866003328138683e-01,1.905370300952662092e+03
9.027461618344019278e-01,3.952078419522137409e+01,2.496832807088389117e-01,2.126162598867668748e+03
8.853434326151948808e-01,3.161669712953427336e+01,2.496873134047211951e-01,1.876702893048288615e+03
7.362194438056858248e-01,3.161620011469282687e+01,2.497004841565370337e-01,2.882960435113138828e+02
7.953051859464507212e-01,3.952039027950846872e+01,2.496772384735192196e-01,1.546789682743296453e+03
8.626716329844180686e-01,3.952062586564169777e+01,2.496751291464906486e-01,1.763298836524553735e+03
9.028148666090356489e-01,3.952077967736388331e+01,2.496738249415378086e-01,1.784259021662317764e+03
8.002722617274588002e-01,3.162022837830166822e+01,2.496345998819962109e-01,5.371272838774943921e+02
7.952794594438845621e-01,5.137435397589356256e+01,2.496592626886419697e-01,1.833319574756469137e+03
8.822385567362314163e-01,5.137555148374472225e+01,2.496619933068962294e-01,3.566510899530680945e+02
9.250859863956889528e-01,5.137614836952624131e+01,2.496635709538712056e-01,5.978313787396933776e+02
9.486224309058052251e-01,5.137650516665737399e+01,2.496645807838866749e-01,4.250397870807174741e+02
8.003272525392181036e-01,3.162526405216913972e+01,2.495815788339891816e-01,2.256968761123557215e+03
7.953403463398681650e-01,5.136851212981662229e+01,2.496350752269075601e-01,3.563319375782463680e+02
8.822676298027961606e-01,5.137138523713351645e+01,2.496458936768263248e-01,6.493235052577431361e+02
9.251015412796870230e-01,5.137292631037925617e+01,2.496514249989363055e-01,6.547492484623238624e+02
9.486316009535447069e-01,5.137388707927946996e+01,2.496547792693039058e-01,2.234671829526941565e+03
7.780177217163058989e-01,3.268820145249397058e+01,2.424655201874516552e-01,1.264702545995318815e+03
7.972755397480021378e-01,4.203822064389708402e+01,2.233526848592276570e-01,4.868804977394141247e+02
8.926691583717926148e-01,4.389437802669764466e+01,2.213600158058778300e-01,2.838869072885475816e+03
9.360762033026855944e-01,4.519660789692780156e+01,2.239745591102356714e-01,5.311070974235027506e+02
9.582543241912782062e-01,4.641043232759619741e+01,2.255631435235216919e-01,1.088733724424719185e+03
8.001835194011406305e-01,3.161653471414410888e+01,2.495987686016380991e-01,1.932227149007218259e+02
7.952031131042928136e-01,5.139118562459883321e+01,2.496471779807854785e-01,9.901116050211457775e+01
8.822044228116697751e-01,5.138721145416959502e+01,2.496536993477568300e-01,2.882142931497825202e+02
9.250689347131537676e-01,5.138507650028766705e+01,2.496571552869245036e-01,4.155983501577313177e+02
9.486130693377164969e-01,5.138374455916103045e+01,2.496592973263062620e-01,2.182763451031061095e+02
8.002253652869182332e-01,3.161649205260008344e+01,2.496515643875190094e-01,2.064012477049254812e+03
7.952520617857344876e-01,5.138409583144875370e+01,2.496534164827986513e-01,1.944690760586367105e+03
8.822278095984401602e-01,5.138224544132247473e+01,2.496577350096572390e-01,2.920473261287317655e+03
9.250814414633012905e-01,5.138124178376777706e+01,2.496601696394633585e-01,3.640610003660683560e+02
9.486204359166771072e-01,5.138062035976252417e+01,2.496617002472400204e-01,5.749593706515508273e+01
7.776108000794519359e-01,3.161660466347130694e+01,2.496916413081728958e-01,7.589384538436755747e+02
8.165979036045101225e-01,6.323314249202070414e+01,2.496418080340166434e-01,2.541231555342782258e+02
8.962913074784641942e-01,6.323363646419768713e+01,2.496499510747156314e-01,2.924687119513750531e+03
9.345991087903284811e-01,6.323387408889183803e+01,2.496542965092073407e-01,1.678234405568389775e+03
9.553651027127717521e-01,6.323401147675799905e+01,2.496569918142597655e-01,1.337694037394631437e+02
7.775585103649118590e-01,3.161637131045899096e+01,2.497309381509904558e-01,9.273575304261814836e+02
8.165857824642488438e-01,6.322820141942948169e+01,2.495867632439627282e-01,2.802300154868725258e+03
8.962887981537995818e-01,6.323041419049089029e+01,2.496115531756860906e-01,3.646182379172355468e+02
9.345993597511056405e-01,6.323149529440527061e+01,2.496248167403626317e-01,1.645998716147531695e+03
9.553661333160093916e-01,6.323209950949151903e+01,2.496332098618856965e-01,7.282265816532558347e+02
8.211345324530561207e-01,3.181866978174311100e+01,2.499999999999999722e-01,7.508192885627033775e+02
8.999561636828274924e-01,7.239103619919613664e+01,2.499999999999999722e-01,1.667759492666048573e+03
9.410278770769658907e-01,7.048866733980442234e+01,2.500000000000000000e-01,1.118838953726984982e+03
9.614233410226303844e-01,6.943047382858699734e+01,2.500000000000000000e-01,2.463446098052417256e+03
9.729835401888872193e-01,6.825370616075241514e+01,2.500000000000000000e-01,2.500574656823500845e+03
7.778252701027362770e-01,3.161736732829472629e+01,2.497111915288292017e-01,4.697046128121988886e+02
8.168491254588144956e-01,6.323076504326765956e+01,2.495869886662645531e-01,1.507106821189945094e+03
8.964141365526819838e-01,6.323214715491304361e+01,2.496116637023979290e-01,6.481569087140862848e+02
9.346670886817218804e-01,6.323297187630985405e+01,2.496240517594103259e-01,2.581171701303434020e+03
9.554066828223708452e-01,6.323317012829320305e+01,2.496330959016505591e-01,4.881879157914363532e+02
7.776435361823949011e-01,3.161733949767744534e+01,2.496908233190836546e-01,2.386862217680854883e+03
8.167368983864973231e-01,6.323229495125249144e+01,2.496428321928107485e-01,7.363244744136472946e+02
8.963661318005470280e-01,6.323292533414082328e+01,2.496504111273687987e-01,1.801069524931772776e+03
9.346438051503223043e-01,6.323315176558866568e+01,2.496550320885863594e-01,4.014514593817183368e+02
